Motor_Current_A,Oil_Temperature_C,Line_Pressure_bar,Filter_DeltaP_bar,Running_Hours,Vibration_RMS_mm_s,Status,Label,Reason
55.71,91.75,2.94,0.154,2259.1,5.05,Warning,1,Multiple parameters in warning range
49.62,75.46,3.05,0.18,130.3,2.61,Normal,0,None
46.9,64.76,3.09,0.124,914.9,2.38,Normal,0,None
68.53,64.06,3.03,0.082,88.7,2.49,Warning,1,Motor current in warning range (60-70A)
56.9,71.98,2.94,0.138,565,5.56,Warning,1,Vibration in warning range (4-7 mm/s)
31.27,63.32,3.04,0,893.3,3.95,Normal,0,None
51.43,79.84,2.85,0.05,1698.2,2.24,Normal,0,None
48.13,85.34,3.03,0.192,1672.5,1.41,Normal,0,None
56.13,77.43,2.89,0.142,1469.6,3.71,Normal,0,None
36.91,66.82,3.11,0.184,1158,0.2,Normal,0,None
27.44,66.94,3.09,0.028,444.1,0.4,Normal,0,None
50.99,87.43,3.1,0.053,906.4,2.16,Normal,0,None
31.23,79.66,2.6,0.022,401.1,3.44,Warning,1,Line pressure low warning (2.4-2.8 bar)
54.36,79.78,3.57,0.145,384.2,3.02,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.49,64.97,3.48,0.117,1329,0.28,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.58,87.55,2.99,0.057,632.2,3.26,Normal,0,None
63.95,63.03,2.91,0.204,790.5,0.76,Warning,1,Motor current in warning range (60-70A)
0.86,73.96,2.34,0.196,1024.9,2.05,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
47.46,97.54,3.06,0.153,1161.6,2.17,Warning,1,Oil temperature in warning range (90-105°C)
28.4,69.02,2.95,0.008,67.9,3.02,Normal,0,None
63.13,87.13,3.5,0.351,2211.7,4.78,Warning,1,Multiple parameters in warning range
55.63,93.49,3.46,0.289,2043.7,3.69,Warning,1,Multiple parameters in warning range
28.07,76.92,3.1,0.413,1376.8,3.35,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
37.84,74.16,2.82,0.17,748.2,1.77,Normal,0,None
56.84,60.9,3.61,0.082,209.3,0.27,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.32,77.59,3.11,0.208,1329.6,6.19,Warning,1,Vibration in warning range (4-7 mm/s)
50.07,82.58,2.94,0.153,2219.3,4.31,Warning,1,Service interval warning (2000-3000 hrs)
69.1,90.91,2.94,0.485,2910.7,8.7,Critical,2,Bearing/Alignment issue (High current + High vibration)
44.88,88.31,2.95,0.08,1321.1,1.84,Normal,0,None
73.75,97.01,2.63,0.264,429.9,9.42,Critical,2,Bearing/Alignment issue (High current + High vibration)
36.27,75.26,2.87,0.142,99.8,0.8,Normal,0,None
50.37,77.76,3.43,0.069,495.6,2.02,Warning,1,Line pressure high warning (3.2-3.6 bar)
41.35,81.56,2.96,0.167,1365.5,1.37,Normal,0,None
27.71,70.56,2.83,0.038,1928.7,0.85,Normal,0,None
25.22,62.88,3.32,0.127,67.5,3.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
56.01,70.76,3.37,0.117,936.8,0.62,Warning,1,Line pressure high warning (3.2-3.6 bar)
70.82,64.21,2.94,0.164,527.8,3.14,Critical,2,Motor current critical (>70A)
47.33,75.85,3.14,0,1410.4,0.39,Normal,0,None
47.02,85.13,3.57,0.092,355.8,0.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
69.68,99.92,2.7,0.152,1282.8,7.38,Critical,2,Bearing/Alignment issue (High current + High vibration)
52.1,77.67,3.02,0.207,1115.5,3.48,Normal,0,None
39.21,68.2,3.12,0.442,1263.5,2.62,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
63.38,92.37,3.75,0.431,596.8,4.42,Critical,2,Line pressure critically high (>3.6 bar)
62.11,100.48,2.58,0.241,1502.4,3.41,Warning,1,Multiple parameters in warning range
62.44,78.75,3.63,0.258,2551.9,1.18,Critical,2,Line pressure critically high (>3.6 bar)
54.01,83.36,3.06,0.186,1186.8,2.33,Normal,0,None
49.93,69.74,2.65,0.158,685.6,3.27,Warning,1,Line pressure low warning (2.4-2.8 bar)
32.15,66.74,3.01,0.278,2514.4,3.52,Warning,1,Service interval warning (2000-3000 hrs)
32.73,82.33,3.21,0.075,314.8,6.24,Warning,1,Vibration in warning range (4-7 mm/s)
29.67,81.9,2.75,0.149,575.8,1.31,Warning,1,Line pressure low warning (2.4-2.8 bar)
31.05,79.46,2.15,0.267,2550.1,4.86,Critical,2,Line pressure critically low (<2.4 bar)
32.35,79.7,2.96,0.128,1255.5,0.82,Normal,0,None
50.52,81.58,3.03,0.012,1241.9,2.75,Normal,0,None
57.99,67.43,2.46,0.098,222,1.05,Warning,1,Line pressure low warning (2.4-2.8 bar)
57.5,98.02,3.16,0.205,1477.7,3.73,Warning,1,Oil temperature in warning range (90-105°C)
37.92,73.91,3,0.19,1782.2,0.09,Normal,0,None
38.27,60.68,3.11,0.177,346.2,2.3,Normal,0,None
50.48,61.6,3.36,0.734,509.5,4.84,Critical,2,Filter choked (ΔP >0.5 bar)
34.9,68.13,3.39,0.127,1697.8,2.87,Warning,1,Line pressure high warning (3.2-3.6 bar)
35.51,92.19,2.81,0.169,1043.3,4.46,Warning,1,Vibration in warning range (4-7 mm/s)
34.87,76.55,2.91,0.119,987.6,1.71,Normal,0,None
56.37,92.15,3.08,0.239,406.2,2.7,Warning,1,Oil temperature in warning range (90-105°C)
61.69,87.81,3.41,0.288,1570.1,6.06,Warning,1,Multiple parameters in warning range
43.81,78.64,3.15,0.156,1597.8,3.12,Normal,0,None
59.9,61.5,2.85,0.019,827,2.03,Warning,1,Motor current in warning range (60-70A)
54.84,77.39,3.15,0.045,520,4.07,Normal,0,None
50.24,78.52,3.08,0.143,516.2,3.6,Normal,0,None
70.07,64.86,3.03,0.013,952.5,6.02,Critical,2,Motor current critical (>70A)
27.36,77.42,3,0.099,742.2,3.29,Normal,0,None
29.74,80.51,2.96,0.051,1791.9,0.58,Normal,0,None
39.52,81.23,3.05,0.153,607,2.31,Normal,0,None
69.17,70.45,3.44,0.719,1028,2.84,Critical,2,Filter choked (ΔP >0.5 bar)
68.44,86.66,2.88,0.05,485.8,2.9,Warning,1,Motor current in warning range (60-70A)
29.02,64.33,2.82,0.134,2338.2,4.39,Warning,1,Service interval warning (2000-3000 hrs)
26.57,67.15,3.08,0.044,1075.4,4.19,Warning,1,Vibration in warning range (4-7 mm/s)
51.99,104.85,3.11,0.225,271.6,2.75,Warning,1,Oil temperature in warning range (90-105°C)
33.76,70.74,2.9,0.044,726.5,1.08,Normal,0,None
41.46,75.67,3.16,0.024,812.6,1.05,Normal,0,None
44.01,73.62,2.51,0.115,1302.7,2.06,Warning,1,Line pressure low warning (2.4-2.8 bar)
30.26,81.89,3.45,0.188,1897.3,2.86,Warning,1,Line pressure high warning (3.2-3.6 bar)
68.38,64.37,3.77,0.159,551.9,2.19,Critical,2,Line pressure critically high (>3.6 bar)
49.6,78.16,3.13,0.063,1052.1,3.98,Normal,0,None
29.36,69.77,3.09,0.255,2427.1,5.1,Warning,1,Service interval warning (2000-3000 hrs)
44.87,70.08,3.35,0.189,820.4,2.62,Warning,1,Line pressure high warning (3.2-3.6 bar)
47.86,88.27,3.15,0.072,1500.3,1.78,Normal,0,None
54.68,75.4,2.97,0.103,1362.6,0.64,Normal,0,None
52.4,87.88,2.99,0.182,416.7,2.27,Normal,0,None
60.1,85.87,3.26,0.369,2116.3,4.52,Warning,1,Multiple parameters in warning range
30.49,81.84,3.03,0.484,967.3,2.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
58.05,86.58,3.53,0.061,1131.9,2.58,Warning,1,Line pressure high warning (3.2-3.6 bar)
36.27,82.97,3.06,0.119,967.2,6.55,Warning,1,Vibration in warning range (4-7 mm/s)
52.09,104.28,3.78,0.22,2933.7,0.38,Critical,2,Line pressure critically high (>3.6 bar)
55.19,104.1,3.48,0.35,2069.9,4.19,Warning,1,Multiple parameters in warning range
48.52,76.36,2.94,0.092,118.9,2.45,Normal,0,None
52.52,101.52,2.81,0.712,1836.4,5.96,Critical,2,Filter choking (High temperature + High ΔP)
35.53,75.92,3.05,0.309,842.4,0.86,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
45.37,62.64,3.15,0.096,486.2,3.85,Normal,0,None
65.08,88.09,2.86,0.328,2275.9,3.99,Warning,1,Multiple parameters in warning range
32.07,86.79,3.45,0.521,515.8,2.83,Critical,2,Filter choked (ΔP >0.5 bar)
34.95,69.15,2.84,0.028,931,5.3,Warning,1,Vibration in warning range (4-7 mm/s)
31.1,72.6,3.04,0.049,1022.7,0.96,Normal,0,None
27.35,76.94,3.2,0.172,445.4,3.02,Normal,0,None
56.94,74.13,2.58,0.124,1432.5,3.08,Warning,1,Line pressure low warning (2.4-2.8 bar)
65.63,99.72,3.17,0.337,1776,4.97,Warning,1,Multiple parameters in warning range
58.38,96.74,3.26,0.28,1715.8,4.91,Warning,1,Multiple parameters in warning range
45.74,86.78,2.85,0.158,703.6,1.45,Normal,0,None
54.22,94.86,2.84,0.203,230.7,1.25,Warning,1,Oil temperature in warning range (90-105°C)
25.19,74.45,2.79,0.038,255.3,0.64,Warning,1,Line pressure low warning (2.4-2.8 bar)
56.6,69.89,2.61,0.181,1911.6,1.21,Warning,1,Line pressure low warning (2.4-2.8 bar)
67.36,83.79,3.31,0.363,763.6,8.97,Critical,2,Bearing/Alignment issue (High current + High vibration)
45.88,79.6,3.14,0.216,2308.6,4.19,Warning,1,Service interval warning (2000-3000 hrs)
60.12,72.87,2.85,0.107,1541.8,1.35,Warning,1,Motor current in warning range (60-70A)
45.1,62.16,2.89,0.09,839,6.32,Warning,1,Vibration in warning range (4-7 mm/s)
38.15,68.3,2.85,0.024,733.8,3.53,Normal,0,None
58.18,83.61,3.13,0.256,2401.3,4.11,Warning,1,Service interval warning (2000-3000 hrs)
44.25,85.12,3.15,0.05,75.9,3.19,Normal,0,None
63.05,92.49,2.8,0.283,1923.7,4.06,Warning,1,Multiple parameters in warning range
26.3,85.26,3.08,0.06,1839.6,0.18,Normal,0,None
56.13,68.39,2.82,0.114,87.4,3.55,Normal,0,None
55.88,68.56,3.45,0.002,1982,2.99,Warning,1,Line pressure high warning (3.2-3.6 bar)
50.06,77.18,3.54,0.098,1597.6,3.68,Warning,1,Line pressure high warning (3.2-3.6 bar)
35.25,79.97,2.97,0.172,845.1,2.83,Normal,0,None
39.05,67.51,2.81,0.094,1022.9,5.07,Warning,1,Vibration in warning range (4-7 mm/s)
70.77,82.37,2.6,0.319,1845.5,6.27,Critical,2,Motor current critical (>70A)
34.97,97.11,1.87,0.331,1787,6.53,Critical,2,Line pressure critically low (<2.4 bar)
43.02,64.6,3.29,0.148,1883.5,4.02,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.31,107.72,2.59,0.143,1115.3,6.12,Critical,2,Oil temperature critical (>105°C)
27.67,85.25,3.16,0.031,1438.7,1.34,Normal,0,None
43.41,90.03,2.69,0.064,988.7,0.99,Warning,1,Line pressure low warning (2.4-2.8 bar)
48.25,78.14,2.95,0.379,227.9,0.61,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
38.07,69.76,3.49,0.11,440.7,0.66,Warning,1,Line pressure high warning (3.2-3.6 bar)
36.13,76.19,2.8,0.036,872.4,3.1,Normal,0,None
29.84,59.38,2.79,0.229,2994.9,3.72,Warning,1,Service interval warning (2000-3000 hrs)
49.5,63.01,2.5,0.115,1580.4,2.89,Warning,1,Line pressure low warning (2.4-2.8 bar)
43.02,73.46,2.87,0.167,2857.5,3.02,Warning,1,Service interval warning (2000-3000 hrs)
34.28,85.34,2.85,0.158,385.9,0.66,Normal,0,None
59.57,65.18,3.02,0.109,2875,3.45,Warning,1,Service interval warning (2000-3000 hrs)
57.56,79.84,3.19,0.149,302,1.48,Warning,1,Line pressure high warning (3.2-3.6 bar)
51.02,76.49,2.9,0.067,245,2.31,Normal,0,None
62.74,76.4,3,0.069,1275.7,0.77,Warning,1,Motor current in warning range (60-70A)
36.74,86.01,3.02,0.18,1215.1,3.86,Normal,0,None
28.42,97.46,3.09,0.298,136.4,3.44,Warning,1,Oil temperature in warning range (90-105°C)
26.74,78.48,3.39,0.178,1492.4,2.19,Warning,1,Line pressure high warning (3.2-3.6 bar)
47.4,77.61,3.1,0.154,1414.2,2.91,Normal,0,None
32.49,73.33,3.01,0.042,326,0.86,Normal,0,None
56.58,70.06,3.15,0.082,1023.9,3.51,Normal,0,None
68.35,94.23,2.96,0.215,2580,8.69,Critical,2,Bearing/Alignment issue (High current + High vibration)
52.89,72.68,2.45,0.126,1353.3,0.47,Warning,1,Line pressure low warning (2.4-2.8 bar)
35.73,89.52,2.91,0.106,505,2.46,Normal,0,None
55.73,77.26,3.06,0.199,1954.5,3.26,Normal,0,None
51.09,71.79,3.24,0.059,1014.2,1.05,Warning,1,Line pressure high warning (3.2-3.6 bar)
61.48,68.7,2.95,0.122,1007.3,3.22,Warning,1,Motor current in warning range (60-70A)
39.44,68.41,3.07,0.165,919.1,0.18,Normal,0,None
49.73,89.04,3.19,0.07,1627.9,2.89,Normal,0,None
45.45,79.02,3.14,0.203,1191.9,0.01,Normal,0,None
31.83,88.13,3.22,0.118,270.1,2.23,Normal,0,None
50.8,80.22,3.1,0.192,401.7,1.81,Normal,0,None
67.36,98.98,3.45,0.368,2202.4,3.66,Warning,1,Multiple parameters in warning range
67.49,81.31,3.05,0.512,1266.7,5.66,Critical,2,Filter choked (ΔP >0.5 bar)
40.93,83.43,2.78,0.145,1353.7,5.78,Warning,1,Vibration in warning range (4-7 mm/s)
54.35,92.22,2.01,0.384,2427.1,0.3,Critical,2,Line pressure critically low (<2.4 bar)
32.39,72.27,3.07,0.195,2980.5,4.26,Warning,1,Service interval warning (2000-3000 hrs)
49.82,73.4,2.82,0.182,2458.7,2.84,Warning,1,Service interval warning (2000-3000 hrs)
69.81,66.8,1.94,0.277,508.2,4.57,Critical,2,Air leak/Airend wear (High current + Low pressure)
7.72,77.48,2.63,0.131,2085,3.98,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
66.43,91.72,2.07,0.207,2335.7,3.66,Critical,2,Air leak/Airend wear (High current + Low pressure)
54.32,64.59,3.01,0.15,910.1,0.54,Normal,0,None
53.52,61.07,2.9,0.269,1839.3,1.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
31.82,91.18,2.94,0.269,2065.6,2.06,Warning,1,Service interval warning (2000-3000 hrs)
33.66,69.5,2.61,0.038,1219.3,2.04,Warning,1,Line pressure low warning (2.4-2.8 bar)
59.47,65.63,2.85,0.094,180,3.25,Normal,0,None
36.02,106.51,2.97,0.661,555.2,5.06,Critical,2,Filter choking (High temperature + High ΔP)
59.38,66.22,3.07,0.18,587.1,0.84,Normal,0,None
42.01,79.11,3.13,0.147,1149.6,2.74,Normal,0,None
43.98,64.86,3,0.22,2542.4,3.44,Warning,1,Service interval warning (2000-3000 hrs)
25.4,82.92,2.51,0.055,925.3,1.54,Warning,1,Line pressure low warning (2.4-2.8 bar)
57.21,60.6,2.91,0.002,1183.3,4.06,Warning,1,Vibration in warning range (4-7 mm/s)
30.55,70.08,3.09,0.019,1187.1,1.67,Normal,0,None
33.74,88.71,1.87,0.448,1422.9,0.57,Critical,2,Line pressure critically low (<2.4 bar)
52.02,85.67,3.02,0.09,1367.1,6.41,Warning,1,Vibration in warning range (4-7 mm/s)
33.33,84.26,2.99,0.148,136.3,1.34,Normal,0,None
71.52,87.82,2.22,0.096,1872.3,4.75,Critical,2,Air leak/Airend wear (High current + Low pressure)
64.29,73.01,3.16,0.017,1305.8,0.28,Warning,1,Motor current in warning range (60-70A)
24.96,69.86,2.51,0.01,952.5,0.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
32.64,70.27,2.89,0.082,249,0.88,Normal,0,None
53.71,73.82,2.92,0.141,2500.4,2.28,Warning,1,Service interval warning (2000-3000 hrs)
30.99,78.5,3.15,0,62.7,7,Warning,1,Vibration in warning range (4-7 mm/s)
31.22,66.05,3.04,0.016,689.9,3.56,Normal,0,None
65.17,88,3.33,0.36,1530.2,5.04,Warning,1,Multiple parameters in warning range
39.19,82.28,3.09,0.198,1315.5,2.01,Normal,0,None
26.58,68.07,3.09,0.162,559.8,2.97,Normal,0,None
39.07,70.72,3.07,0.051,1185.7,1.85,Normal,0,None
37.91,60.7,2.83,0,1466.3,2.14,Normal,0,None
33.07,93.76,2.84,0.248,1161.5,3.19,Warning,1,Oil temperature in warning range (90-105°C)
69.69,83.98,2.65,0.308,1267.6,6.6,Critical,2,Motor current critical (>70A)
59.75,89.43,3.02,0.331,2121.5,4.75,Warning,1,Multiple parameters in warning range
60.46,87.02,2.87,0.024,787.3,0.98,Warning,1,Motor current in warning range (60-70A)
62.47,87.45,2.99,0.087,1036.7,4.01,Warning,1,Motor current in warning range (60-70A)
58.34,76.42,3.05,0.263,2366.8,2.43,Warning,1,Service interval warning (2000-3000 hrs)
50.5,82.34,3,0.133,745.3,0.52,Normal,0,None
36.23,64.08,3.01,0.068,1954.2,2.83,Normal,0,None
40.78,63.72,3.16,0.083,1517.7,3.54,Normal,0,None
8.26,68.65,2.24,0.019,1050.3,2.84,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
32.3,74.3,3.02,0.094,1328.5,2.06,Normal,0,None
29.52,62.82,2.68,0.121,1787.3,1.99,Warning,1,Line pressure low warning (2.4-2.8 bar)
38.63,74.27,3.07,0.032,1329.6,3.31,Normal,0,None
54.83,59.43,2.83,0.179,875.3,3.65,Normal,0,None
41.32,99.87,2.9,0.199,1700.2,3.06,Warning,1,Oil temperature in warning range (90-105°C)
29.3,70.71,3,0.021,1088,3.28,Normal,0,None
31.49,73.42,2.57,0.082,593.3,3.55,Warning,1,Line pressure low warning (2.4-2.8 bar)
42.15,87.69,3.01,0.17,1648,6.87,Warning,1,Vibration in warning range (4-7 mm/s)
48.62,72.15,3.34,0.066,13.8,2.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
33.72,61.6,3.77,0.133,2672.5,0.77,Critical,2,Line pressure critically high (>3.6 bar)
55.75,74.54,3.6,0.097,637.9,3.73,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.48,74.52,3.03,0.078,391.3,1.56,Normal,0,None
32.35,86.75,3.56,0.097,1086.1,2.38,Warning,1,Line pressure high warning (3.2-3.6 bar)
28.18,80.51,3.55,0.143,603.4,2.36,Warning,1,Line pressure high warning (3.2-3.6 bar)
28.19,86.99,2.88,0.035,383.9,3.5,Normal,0,None
56.33,103.47,3.25,0.187,1860.6,3.68,Warning,1,Multiple parameters in warning range
63.82,80.98,2.94,0.146,289.4,2.19,Warning,1,Motor current in warning range (60-70A)
33.69,87.18,3.02,0.093,290.2,2.28,Normal,0,None
65.58,82.72,3.17,0.072,105.5,1.7,Warning,1,Motor current in warning range (60-70A)
3.63,73.96,2.77,0.065,75,3.7,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
27.14,69.2,3,0.13,202.3,1.67,Normal,0,None
40.52,87.29,3.34,0.02,1580.4,2.47,Warning,1,Line pressure high warning (3.2-3.6 bar)
59.63,97.57,2.58,0.391,1639,4.32,Warning,1,Multiple parameters in warning range
37.44,58.6,2.82,0.041,504,2.43,Normal,0,None
24.93,81.61,2.95,0.092,1243.6,1.54,Normal,0,None
30.8,88.24,2.85,0.021,1977.3,3.96,Normal,0,None
38.55,87.28,2.85,0.001,1056.2,1.56,Normal,0,None
51.49,75.9,2.85,0.088,1278.4,5.61,Warning,1,Vibration in warning range (4-7 mm/s)
48.63,68.81,3.19,0.06,346.5,3.27,Normal,0,None
52.6,65.99,2.74,0.162,1672.7,3.25,Warning,1,Line pressure low warning (2.4-2.8 bar)
33.18,86,2.68,0.18,1110,0.29,Warning,1,Line pressure low warning (2.4-2.8 bar)
62.29,86.15,3.45,0.195,2326.6,3.95,Warning,1,Multiple parameters in warning range
26.67,60.74,3.13,0.097,788.7,2.84,Normal,0,None
56.3,92.57,2.92,0.354,2148.1,2.86,Warning,1,Multiple parameters in warning range
57.47,60.39,3.42,0.117,1205,0.46,Warning,1,Line pressure high warning (3.2-3.6 bar)
35.99,96.52,2.93,0.238,118.9,0.7,Warning,1,Oil temperature in warning range (90-105°C)
26.68,71.16,3.06,0.092,2231.4,4.83,Warning,1,Service interval warning (2000-3000 hrs)
4.69,79.02,2.82,0.074,2945.6,3.07,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
69.22,102.84,2.56,0.335,1570.5,5.33,Warning,1,Multiple parameters in warning range
31.74,88.39,3,0.132,1341.2,3.3,Normal,0,None
57.58,98.84,3.05,0.253,652.3,1.47,Warning,1,Oil temperature in warning range (90-105°C)
74.33,68.12,3.32,0.121,2820.7,7.29,Critical,2,Bearing/Alignment issue (High current + High vibration)
38.24,88.59,3.14,0.137,1540.7,4.37,Warning,1,Vibration in warning range (4-7 mm/s)
73.64,83.76,3.01,0.101,2218.6,9.53,Critical,2,Bearing/Alignment issue (High current + High vibration)
26.79,79.55,2.83,0.053,1432,3.55,Normal,0,None
58.46,105.09,2.92,0.271,1498.4,1.02,Warning,1,Oil temperature in warning range (90-105°C)
72.73,105.45,2.72,0.005,2208.8,2.46,Critical,2,Oil temperature critical (>105°C)
36.53,81.66,3.05,0.153,1039.9,3.62,Normal,0,None
68.47,103.08,3.46,0.208,1795.6,5.16,Warning,1,Multiple parameters in warning range
47.37,74.68,2.96,0.034,834.3,0.66,Normal,0,None
41.19,64.05,3.37,0.169,109.7,3.46,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.43,78.71,2.71,0.025,792,2.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
38.55,76.61,3.24,0.031,1718.2,0.99,Warning,1,Line pressure high warning (3.2-3.6 bar)
52.66,78.96,3.41,0.149,56,1.13,Warning,1,Line pressure high warning (3.2-3.6 bar)
26.53,66.6,3.45,0.109,1945.9,0.95,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.32,66.37,3.19,0.016,1376.3,2.35,Normal,0,None
43.08,78.76,3.14,0.033,495.8,3.53,Normal,0,None
58.43,71.81,2.62,0.08,1044,0.96,Warning,1,Line pressure low warning (2.4-2.8 bar)
52.72,100.02,2.88,0.274,1817.9,2.17,Warning,1,Oil temperature in warning range (90-105°C)
55.87,86.94,3,0.252,1500.6,2.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
38.61,67.24,2.9,0.024,845,1.8,Normal,0,None
36.14,105.09,3.31,0.705,272.2,3.02,Critical,2,Filter choking (High temperature + High ΔP)
42.2,81.51,3.18,0.3,367,0,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
57.93,89.68,3.04,0.178,1845.9,1.99,Warning,1,Oil temperature in warning range (90-105°C)
47.37,69.73,3.5,0.029,506.2,0.77,Warning,1,Line pressure high warning (3.2-3.6 bar)
25.56,75.34,2.01,0.318,2113.9,4.04,Critical,2,Line pressure critically low (<2.4 bar)
60.28,63.34,2.81,0.028,302.4,2.23,Warning,1,Motor current in warning range (60-70A)
69.29,59.58,2.84,0.255,825.5,7.41,Critical,2,Bearing/Alignment issue (High current + High vibration)
56.89,87.81,3.58,0.218,1789.9,1.59,Critical,2,Line pressure critically high (>3.6 bar)
31.88,75.75,2.96,0.138,1097.7,5.35,Warning,1,Vibration in warning range (4-7 mm/s)
36.15,91.62,2.79,0.729,303.5,2.51,Critical,2,Filter choked (ΔP >0.5 bar)
43.42,76.76,2.81,0.006,1244.2,1.67,Normal,0,None
48.14,101.98,3.11,0.246,176.5,0.2,Warning,1,Oil temperature in warning range (90-105°C)
47.69,86.39,2.08,0.454,2144,4.13,Critical,2,Line pressure critically low (<2.4 bar)
74.9,87.43,2.42,0.315,1132.4,1.22,Critical,2,Air leak/Airend wear (High current + Low pressure)
58.05,65.66,3.02,0.454,265.5,0.94,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
68.56,64.68,3.18,0.052,211,1.3,Warning,1,Motor current in warning range (60-70A)
31.17,100.5,2.93,0.162,793.6,1.43,Warning,1,Oil temperature in warning range (90-105°C)
45.4,65.56,3.08,0.217,1170.5,3.15,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
4.89,72.19,2.62,0.08,625.1,0.42,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
37.77,85.9,2.79,0.174,1343.3,0.41,Normal,0,None
53.3,62.32,2.87,0.293,2220.8,2.45,Warning,1,Service interval warning (2000-3000 hrs)
38.41,79.73,3.28,0.014,1312.1,3.02,Warning,1,Line pressure high warning (3.2-3.6 bar)
64.57,94.82,3.24,0.612,797.5,5.53,Critical,2,Filter choked (ΔP >0.5 bar)
33.08,100.96,2.62,0.685,1597.3,5.99,Critical,2,Filter choked (ΔP >0.5 bar)
59.6,84.24,3.29,0.176,1686.1,5.27,Warning,1,Multiple parameters in warning range
